Count,Dataset,Session,Movie,Location,Coordinate_y,Coordinate_x,GT_u,GT_v,Resp_u_mean,Resp_v_mean,Resp_u_std,Resp_v_std
,3,6,1,1,170,183,8.5676651,-12.94476891,1.905473612,-1.271842195,9.455288105,8.927299956
,3,6,1,2,154,291,-1.699500084,-10.00159454,1.88097342,-2.052438778,9.291268999,7.373323255
,3,6,1,3,325,393,-3.34510088,18.13827515,10.16545171,3.146322502,7.393109067,4.048913715
,3,6,1,4,202,470,5.779415607,16.18203926,8.198642082,6.592502452,8.12251105,5.233984894
,3,6,1,5,260,586,-8.665922165,-12.14997959,4.958154595,3.069587225,5.134865035,2.643317025
,3,6,1,6,76,602,10.32208061,-7.023952961,2.75423761,1.567875571,5.059868547,2.886486655
,3,6,1,7,338,672,-12.13679218,-3.052789927,2.953583106,1.952032048,5.93117252,1.802235456
,3,6,1,8,204,793,6.939277172,0.59886086,2.091393657,2.133417437,5.117429883,2.656894418
,3,6,1,9,101,801,10.45501518,-8.236668587,2.682457787,1.458211629,6.689437194,1.878118354
,3,6,1,10,351,941,-12.7017107,1.63331461,1.372837222,0.845513902,8.909758009,2.371857552
,3,6,2,1,303,164,-0.585391939,-14.31614017,-8.582822308,-0.809113794,2.742121734,0.882962964
,3,6,2,2,235,237,-10.18748856,-7.157467842,-8.456091331,-0.380689675,2.626429399,0.501096521
,3,6,2,3,133,346,-13.11490154,-3.176565886,-4.933201121,-0.217718112,8.777935336,0.306801128
,3,6,2,4,337,364,11.58663177,6.217069149,9.08533038,-2.453968149,7.752574997,1.799131391
,3,6,2,5,126,391,16.13078308,-4.523865223,9.838476639,-1.041277825,7.860267678,1.199317333
,3,6,2,6,196,412,14.11176205,-1.712909937,13.12304626,-1.516266222,2.160467904,1.999906582
,3,6,2,7,357,431,13.76065445,-6.619165421,12.44121574,-4.582772623,2.66808509,2.656989918
,3,6,2,8,313,442,7.986934662,-4.837758541,12.25678937,-2.697287283,3.929714771,2.707749261
,3,6,2,9,367,474,3.741998911,-15.38894653,11.47040011,-3.661576315,3.564396162,1.1894179
,3,6,2,10,291,783,3.982097626,6.060295105,6.512683134,7.095075879,2.519968111,2.840052289
,3,7,1,1,221,79,10.94882774,-6.485255241,-3.205989337,-1.118674007,5.126103753,9.747391714
,3,7,1,2,280,108,3.641552687,10.52414227,-3.656804787,-1.771972016,5.21036493,8.821249644
,3,7,1,3,319,197,-9.137466431,-17.33944702,-4.630116109,-1.573734341,6.447922539,8.801287502
,3,7,1,4,128,279,8.930959702,10.1148262,3.002668398,-3.517929379,6.199243075,4.717861132
,3,7,1,5,311,316,-3.764357805,8.649792671,4.188372454,3.067387192,6.828548511,8.222316954
,3,7,1,6,133,326,-1.939118981,3.085100651,2.340090765,-2.928141117,5.852581192,6.658062653
,3,7,1,7,190,330,-2.192451477,2.284347057,2.988834779,-0.928216141,6.047671897,6.347469369
,3,7,1,8,262,368,15.19336891,-8.749284744,-0.100822782,-1.02136592,5.775778538,5.731602729
,3,7,1,9,166,385,0.838329375,15.46570301,-1.392635287,-4.109815173,5.361306506,4.825091079
,3,7,1,10,136,404,8.216347694,0.725258768,0.788358903,-5.139726568,4.578203296,4.502731951
,3,7,2,1,233,181,1.243552923,0.249274015,-1.011684923,1.819259562,4.866693263,1.61058458
,3,7,2,2,211,323,-0.602910697,14.43505383,3.762983232,4.353331162,2.374605008,2.87689961
,3,7,2,3,256,333,6.835234642,5.498824596,2.806277445,2.233254715,5.096089295,3.463047102
,3,7,2,4,215,346,3.19243288,13.53210258,4.374841654,4.073637742,0.947253426,3.44306145
,3,7,2,5,180,353,0.042791713,15.22561455,4.691116051,4.667176248,1.534634461,3.023921201
,3,7,2,6,147,404,-5.909922123,-1.720790505,-4.691362213,-1.081913904,6.36807419,2.148449888
,3,7,2,7,171,493,3.686431408,-0.467505336,5.755028522,-1.254657697,2.182644253,1.996644048
,3,7,2,8,268,650,-2.330156326,-1.690468311,-6.363811747,-1.399392892,2.762740193,2.451886812
,3,7,2,9,127,698,4.116710186,-1.020025969,6.617806392,-1.558861459,2.951671968,1.682116037
,3,7,2,10,276,810,-2.731945992,-2.487287283,-7.830191596,-4.121316192,2.914676752,1.432711288
,3,8,1,1,177,107,-6.7658391,0.620165825,0.232748542,-1.157713361,7.565162775,4.225194381
,3,8,1,2,256,194,-18.24179459,-5.131904602,-0.163161313,-1.606017108,9.0145014,3.799588402
,3,8,1,3,169,199,15.84530449,-4.100971222,0.517127442,-2.936150592,7.406469972,5.057410142
,3,8,1,4,231,200,-6.295551777,-5.11224699,0.267430358,-3.204636595,8.406637042,4.060145943
,3,8,1,5,336,216,-16.7352562,3.719165802,-3.798373253,-2.582340406,7.509679915,2.853375288
,3,8,1,6,87,419,-4.712945461,2.690849781,-0.58314418,0.241393911,2.452586072,5.972161696
,3,8,1,7,239,520,-2.239683151,-2.46303606,0.155057092,-1.065000041,1.748254337,6.688571983
,3,8,1,8,241,643,0.559506178,15.87735367,3.399980706,-4.617183964,5.102928072,5.764213964
,3,8,1,9,218,671,-0.891113579,-12.51825237,-0.220043348,-8.344054729,2.144761399,4.142384337
,3,8,1,10,211,771,13.55936527,10.64118862,7.060794221,0.79291855,4.016777626,4.824462114
,3,8,2,1,319,82,2.011809349,-1.148410439,-5.046300668,0.444997455,5.264182639,1.223928043
,3,8,2,2,178,173,-12.34458542,-3.838246346,-7.579642713,1.658886483,5.244586591,1.71155632
,3,8,2,3,248,196,-11.00071621,-4.560662746,-6.038137264,0.732056256,5.580874277,2.183647676
,3,8,2,4,349,238,16.0236969,0.451865047,0.108737849,6.002334013,5.11257076,6.21977833
,3,8,2,5,187,646,6.453007221,11.48949909,2.269117037,8.00188403,3.030345842,4.423493858
,3,8,2,6,188,685,2.654497385,-16.94252586,2.058811641,7.583402788,4.713789503,4.334455965
,3,8,2,7,259,744,2.678156853,-10.43719769,-1.513114174,-2.179891372,6.902154229,3.475233896
,3,8,2,8,234,809,-2.694495201,-19.13534737,-0.258719516,3.803642724,5.364963756,5.119409757
,3,8,2,9,220,848,-6.952321053,-11.42078018,1.829418608,3.201844677,5.517250943,4.744791027
,3,8,2,10,236,890,-0.975689709,14.91564083,2.744148227,2.656153567,4.691227165,5.44101259
,3,9,1,1,221,81,10.17043018,-9.323372841,11.03007537,2.978108059,4.06146854,3.604354434
,3,9,1,2,264,241,-2.97695899,-1.467420816,3.476985854,-0.300534937,2.665376367,1.318342974
,3,9,1,3,321,254,12.17621326,-13.39008999,1.926628274,2.030488067,6.40643534,5.674095227
,3,9,1,4,231,260,-1.77705276,-4.954810143,3.516125782,-0.482532319,1.684124131,1.238077708
,3,9,1,5,273,264,1.051848292,-4.061605453,4.30930963,-0.820096616,2.392529402,1.799029491
,3,9,1,6,202,272,-3.812418461,-4.255525589,2.748625884,-0.432147291,2.209598098,1.78536437
,3,9,1,7,364,294,19.92713737,-0.004233941,-0.588115911,2.107975616,5.777009191,5.996641575
,3,9,1,8,172,432,2.630883932,-0.095143542,4.611070871,0.652088962,1.378367317,1.953044496
,3,9,1,9,144,549,-10.16427994,-3.556415558,-6.313774277,-2.492735524,3.86871148,1.6836809
,3,9,1,10,278,561,-10.59293175,-3.263482809,-7.127589306,-2.591472268,2.674261437,1.372482443
,3,9,2,1,187,84,-15.22702408,-7.874065399,-9.340857162,-1.167900338,4.199163275,2.181238886
,3,9,2,2,249,543,-9.745439529,-12.05066967,-1.359377068,4.123407315,10.93185989,7.317787253
,3,9,2,3,113,587,2.323380709,14.4652729,1.02100028,-1.726572621,5.461913761,14.11058876
,3,9,2,4,227,596,-7.54786396,6.995116711,-2.97289832,1.817190994,9.863957249,8.777870965
,3,9,2,5,292,622,-15.61633682,-7.349018574,-5.020083663,0.134796959,11.84867408,8.751877943
,3,9,2,6,191,628,9.750823975,-6.405323505,-2.831024665,-1.101977499,8.091343506,11.14863998
,3,9,2,7,265,645,0.582152128,-13.42067814,-8.172928969,2.373125038,11.00424274,5.7725953
,3,9,2,8,223,648,-14.09883022,-8.041446686,-2.338130928,2.468126602,10.81633113,8.098444191
,3,9,2,9,355,670,-12.65607262,-10.53093624,-6.420315985,-1.550883187,7.650664982,7.748911147
,3,9,2,10,262,704,-3.762552738,-14.51858902,-6.10241644,2.512567413,13.51563704,6.982073395
,3,10,1,1,338,262,-7.191044807,10.16153145,3.73080054,5.795478453,5.789848742,9.966201459
,3,10,1,2,254,273,-1.383795977,-10.8865881,4.17873596,4.88411479,5.394340277,8.951769206
,3,10,1,3,358,329,-2.35012579,-15.88594151,4.376510163,2.686730405,6.001439255,7.021007481
,3,10,1,4,270,339,-4.070493221,-8.810416222,4.677856617,3.884546579,5.659231619,7.725960462
,3,10,1,5,276,395,-7.079325676,-14.12492657,3.759909351,5.872162024,5.725309812,6.45065365
,3,10,1,6,228,448,-0.690520763,-13.96638775,1.829372536,3.436535697,7.673985208,6.769504884
,3,10,1,7,348,450,10.48940754,2.833238363,2.424580702,3.250243204,6.30627757,5.532562153
,3,10,1,8,336,536,11.30035114,-1.763755083,3.485722219,2.31189277,6.109395865,5.349079579
,3,10,1,9,258,575,-7.325426102,-12.59999752,1.781959366,1.940109462,6.578588533,6.061310759
,3,10,1,10,365,664,-12.14928055,-10.79593182,0.40211754,3.099121764,7.523962578,7.525438349
,3,10,2,1,187,118,0.266146332,4.807919025,-0.116371091,3.780572986,2.505098669,5.508683117
,3,10,2,2,291,181,-1.386861205,-5.318594933,-0.40870944,3.048127328,1.708218815,4.611191115
,3,10,2,3,221,192,-4.899760723,-7.582634449,0.224613942,3.83467086,2.402225693,5.82438875
,3,10,2,4,270,396,-1.38812995,-4.548909187,-2.22245648,0.343663915,3.362453803,2.962695791
,3,10,2,5,94,434,-1.856601357,11.45213413,4.96679275,0.751932011,5.646034223,6.063666269
,3,10,2,6,263,458,14.72753143,7.993207455,6.901886247,-5.59378238,2.979899311,4.372224453
,3,10,2,7,144,459,8.854673386,11.95682907,7.471499663,-3.993405011,3.99665066,5.002382291
,3,10,2,8,227,480,9.994239807,2.894873619,7.461749607,-4.972085068,3.628858691,5.41758414
,3,10,2,9,265,540,10.99280643,-5.786599159,8.74891255,-6.181574063,4.319801258,4.360912434
,3,10,2,10,318,614,14.05048847,-1.636435986,8.552846706,-7.4586678,4.03940454,3.390923118
,3,11,1,1,282,379,1.500213146,-3.633158207,-5.067452184,-4.949092051,4.99535902,3.409995197
,3,11,1,2,215,400,1.198676109,-5.429821014,-4.669840432,-6.300053065,3.446963949,4.666894596
,3,11,1,3,343,454,0.185006827,-14.53729534,-2.987074094,-6.957346268,3.063591921,4.695043671
,3,11,1,4,344,528,14.82952404,-1.974594474,-1.432362996,-6.678872996,5.167586897,5.035441446
,3,11,1,5,375,534,19.97791672,-0.037519388,-2.064968745,-10.13168323,2.372543208,5.414410025
,3,11,1,6,200,585,-9.632414818,-3.229511499,-2.006681093,-7.290988317,2.230528095,4.735520593
,3,11,1,7,204,647,17.81685257,7.141815662,-0.168254024,-4.628837123,7.353619378,5.590795019
,3,11,1,8,95,889,-18.69033813,-5.645878315,-1.194084823,-0.773612622,10.62431654,6.315093294
,3,11,1,9,333,941,-16.98198891,-9.541214943,-2.838418325,-1.301046175,10.07552284,3.715991079
,3,11,1,10,121,947,-15.45910454,4.262286663,-1.224178064,-0.350924304,11.68691897,4.367874379
,3,11,2,1,305,224,9.356795311,-6.759833813,9.45508496,-4.718614932,4.636915693,2.150656703
,3,11,2,2,132,243,13.17809296,-4.62401104,10.45061677,-4.782596525,4.941994283,1.766584556
,3,11,2,3,208,249,-8.867465019,-17.28312111,10.43346602,-3.909265729,4.971560929,2.100086809
,3,11,2,4,200,347,-6.820905209,-18.58683968,1.340713878,-1.748386197,5.3305732,1.669659542
,3,11,2,5,211,383,-4.26044035,1.962658882,-0.7749055,-1.693501798,6.031864499,2.02222586
,3,11,2,6,90,447,2.533953428,-0.633311868,0.470105543,-0.2812982,5.283972197,2.763315235
,3,11,2,7,259,454,-2.644146919,-4.828970909,-0.766579028,-1.915165739,4.678652484,1.677145237
,3,11,2,8,77,599,-18.16540527,-3.263758659,-1.339264022,-1.302855637,5.475100132,2.114777831
,3,11,2,9,225,621,2.294765472,-9.894277573,-1.372458477,-2.683521389,4.349665058,2.247580777
,3,11,2,10,97,690,-15.35450363,10.18075657,-5.094315895,-4.885797794,4.031863669,5.93399409
,3,12,1,1,332,107,-5.022990704,-3.277692795,-3.915053263,-4.322751859,1.324449537,1.54858342
,3,12,1,2,126,159,-4.347467899,-0.16618672,-5.27538208,0.680796063,1.754844527,1.510857842
,3,12,1,3,223,167,-3.907596588,-1.64313817,-2.928202277,-1.807740436,3.032323053,2.579420797
,3,12,1,4,285,358,-1.114337206,-1.612336993,0.010691,-1.908198928,2.694365865,2.558888594
,3,12,1,5,92,380,-1.356891632,1.326690078,-0.801041967,0.889053472,2.445466578,1.569042018
,3,12,1,6,333,509,0.56982249,-1.779553294,0.717387277,-3.486597718,1.645968278,0.821965985
,3,12,1,7,347,685,2.317046881,-1.291422248,3.309103081,-2.242143889,1.019268629,2.245964253
,3,12,1,8,88,734,2.317731857,2.073022127,2.274626279,3.632721479,1.546699711,2.121479499
,3,12,1,9,322,902,4.422376156,-0.24462913,5.069713033,-1.356972816,1.948587723,1.300734129
,3,12,1,10,176,918,4.316318512,1.365963221,4.464398504,1.349347074,3.218363124,1.888921905
,3,12,2,1,307,198,15.68453026,-9.18519783,0.588817169,-6.59740297,8.598931811,2.528515804
,3,12,2,2,159,249,-8.363714218,-12.94172668,2.731031354,-7.350220346,10.51260124,2.309270037
,3,12,2,3,228,311,9.277092934,-12.78284073,2.64798745,-6.481441387,9.853111706,2.308447429
,3,12,2,4,257,480,12.35319328,9.080940247,-3.231294346,-3.949197675,9.650943363,1.956169513
,3,12,2,5,111,527,-9.510895729,-15.60556316,-10.24385864,-6.543013027,3.388668239,2.931196561
,3,12,2,6,184,616,-1.303973436,-12.63123608,-10.44270532,-6.201007999,3.437655582,2.872146586
,3,12,2,7,358,677,6.347439766,7.8873353,0.838143646,-2.003159947,8.552035663,2.865097177
,3,12,2,8,155,685,-5.117684841,-11.43491364,-11.26114059,-6.314546208,3.123865251,2.600091104
,3,12,2,9,110,706,14.01442051,12.50947189,-12.08155381,-7.592877824,3.082028366,2.678578524
,3,12,2,10,156,745,-0.495606154,-7.864053726,-10.41396256,-5.172303505,5.611284775,3.672015427
,4,1,1,1,216,222,-13.20381,-0.06223759,-12.47851567,-4.539877417,2.227153695,4.404517753
,4,1,1,2,71,290,-7.8125,5.832124,-12.16806528,2.519365445,4.215538164,3.848240998
,4,1,1,3,258,329,-10.37197,-3.002306,-10.61661039,-7.841501347,1.966888076,4.357860055
,4,1,1,4,275,402,-8.038843,-6.224516,-6.843855752,-11.09335845,1.76026365,3.769982938
,4,1,1,5,279,467,-1.694118,-7.338089,-2.088953365,-12.21604085,1.745461386,3.729666974
,4,1,1,6,273,552,6.967773,-6.120315,5.506148447,-11.38161874,2.482506575,3.834281988
,4,1,1,7,239,627,8.351584,-1.613406,10.26215822,-8.324481992,2.445548149,4.027885143
,4,1,1,8,110,701,9.710938,4.458694,13.21771635,1.917383448,3.149983494,2.001012806
,4,1,1,9,168,705,8.472656,1.601638,13.69799319,-1.453355795,2.548773119,2.22616871
,4,1,1,10,162,802,18.21796,2.727539,14.26509625,-1.40199411,3.315166345,2.842977846
,4,1,2,1,167,73,-19.70633,-0.4249398,-15.91747112,-1.609495832,1.876729458,2.698025537
,4,1,2,2,73,183,-10.77307,2.540039,-13.93698326,0.621082072,2.310447525,2.770194761
,4,1,2,3,211,288,-16.45601,-2.106602,-14.25702726,-5.547021405,3.113136368,5.066568882
,4,1,2,4,247,410,-8.35705,-5.405286,-7.004083819,-5.799358888,3.852042006,10.01550006
,4,1,2,5,76,434,-3.211914,5.772461,-2.552659499,3.425152633,6.414506472,4.038800332
,4,1,2,6,269,469,-1.47068,-11.90451,0.050533408,-12.67037201,2.096173463,6.60103493
,4,1,2,7,254,562,12.2969,-6.541225,9.749233863,-11.71293041,2.365402517,2.33014253
,4,1,2,8,73,593,4.570312,6.598808,2.8641473,4.058498759,8.726289289,3.403506799
,4,1,2,9,221,664,12.37695,-0.4910519,14.36780541,-5.327398974,2.18224299,2.258893526
,4,1,2,10,115,762,7.254558,3.357439,13.58961875,0.01314559,2.629573669,1.60321571
,4,2,1,1,144,229,-13.86874,5.302641,-6.496255327,4.695544153,8.790847322,3.112192694
,4,2,1,2,225,381,-14.25259,5.318033,-9.762771507,1.855818379,2.926614743,5.940520576
,4,2,1,3,273,394,-10.60703,0.7802851,-8.872382207,-5.033360494,2.434925727,5.858056293
,4,2,1,4,305,438,-7.771566,-2.067488,-4.989519978,-4.238510018,2.629063965,6.850982929
,4,2,1,5,324,466,-6.659098,-6.054886,-3.773228763,-3.969672074,3.722625997,7.511970061
,4,2,1,6,329,521,1.245018,-6.7171,0.916254239,-4.87095531,3.73625319,6.624321196
,4,2,1,7,325,580,8.855865,-4.586251,3.004839385,-3.837961814,3.785855184,6.011988313
,4,2,1,8,301,639,9.253906,0.9869525,5.501807036,-2.578697599,6.575132345,7.425913534
,4,2,1,9,136,698,9.659232,12.09616,5.437811381,5.757719155,8.000936354,4.893692559
,4,2,1,10,254,718,16.39141,4.768461,9.372029863,-0.955971235,7.625711622,3.669445375
,4,2,2,1,320,75,-11.14844,1.236819,-2.897257729,-0.992519334,8.351780706,2.67414493
,4,2,2,2,396,209,-9.006069,-4.82236,-0.851943071,-2.994837962,9.052763695,3.810904489
,4,2,2,3,72,262,-2.005911,7.794922,-1.2482366,3.631286624,10.31626226,3.426102302
,4,2,2,4,399,338,-0.7773204,-5.808407,-0.038114851,-3.154524423,8.848162973,4.661498387
,4,2,2,5,261,363,-16.6715,2.351516,-6.140488441,2.388928901,11.76595323,2.974496662
,4,2,2,6,292,450,7.521577,1.144583,0.020667507,0.105967185,11.09396384,4.10444483
,4,2,2,7,380,475,7.369141,-3.633795,3.714636148,-4.248104622,8.098017854,5.686474789
,4,2,2,8,296,509,17.82143,-0.1750034,2.041574357,-0.466827868,9.92261003,3.591453599
,4,2,2,9,162,689,10.84315,5.664852,7.861792735,1.114151698,6.085002359,2.442537808
,4,2,2,10,263,883,-3.365339,1.582031,8.183862147,-1.056130488,9.544639013,2.862977648
,4,3,1,1,118,136,-9.875,-5.0625,-10.78139396,-0.356674844,8.842035621,3.714079358
,4,3,1,2,159,321,-5.274899,-3.731789,-11.07232779,-2.749099882,8.151985276,4.526536487
,4,3,1,3,227,333,-11.90583,-5.072079,-10.3085325,-2.377370609,8.537131709,3.421609927
,4,3,1,4,274,362,-10.16013,-7.857723,-11.05935079,-5.075167384,4.629568157,2.77718066
,4,3,1,5,294,510,-0.9158833,-9.304293,-6.664177807,-4.770500296,8.203046388,4.22198245
,4,3,1,6,280,615,6.01337,-5.83896,-4.016772332,-3.872153328,9.018450534,6.1241288
,4,3,1,7,161,616,-3.045461,-0.3697743,-6.617921334,-0.171043087,11.64340362,5.179356496
,4,3,1,8,267,706,9.96096,-3.134475,-7.157797492,-7.766445665,6.872473962,4.867719627
,4,3,1,9,229,814,6.270414,1.135204,-7.706692558,-3.288773037,8.749411423,3.867545329
,4,3,1,10,202,822,-4.799015,1.593723,-10.92534846,-2.757800293,5.518768703,3.110795273
,4,3,2,1,183,201,-2.850139,1.336911,-1.97577765,-0.792609846,2.414410724,2.127057383
,4,3,2,2,281,265,-9.570716,-2.111924,-3.972850479,-4.331192652,3.331347268,2.740018805
,4,3,2,3,307,378,-8.223029,-6.744234,-2.35742623,-5.942957346,1.98015456,3.764593564
,4,3,2,4,188,436,11.64123,-1.724069,3.666571097,-0.506963717,6.701978269,2.633118387
,4,3,2,5,316,473,-1.040543,-8.982817,-0.248377825,-5.089701658,1.222754775,4.420013196
,4,3,2,6,85,521,12.02737,1.097171,5.346132089,0.942974144,5.385376525,2.211994801
,4,3,2,7,310,591,9.230074,-8.457219,2.083093921,-5.897179768,2.626458673,3.546547195
,4,3,2,8,190,639,18.29688,-0.2225923,6.776964828,1.10258979,7.803516618,1.287885344
,4,3,2,9,262,806,11.32013,-2.106063,6.026361279,0.209097389,5.530553289,1.836077892
,4,3,2,10,228,887,-10.85935,-1.941403,-4.258647016,-2.211665778,6.996659521,3.876638289
,4,4,1,1,234,164,16.27739,-0.2150475,13.22088163,0.745871183,4.143419814,0.892084444
,4,4,1,2,346,233,-11.00412,-5.900391,-6.014206543,-7.514830674,2.078332466,1.25678434
,4,4,1,3,215,293,-9.086496,0.03317656,-3.158880131,0.281598178,9.401448787,0.965980385
,4,4,1,4,158,380,6.548828,-1.805446,6.745727102,-0.764781083,3.305028588,3.090830729
,4,4,1,5,274,380,7.238002,2.052688,4.188791826,3.108634395,2.636700478,2.796361222
,4,4,1,6,363,456,-1.187991,-7.484375,-0.17873723,-9.186220587,1.050822141,2.269566235
,4,4,1,7,340,602,5.182419,-5.263672,2.475480713,-8.089655302,1.17288905,2.466169617
,4,4,1,8,158,610,1.693851,0.8185048,0.869037115,-0.702215975,2.312834998,1.798428476
,4,4,1,9,119,715,5.134963,2.185942,4.111839667,-0.150387231,3.184069777,2.599161926
,4,4,1,10,289,818,8.959193,-1.868144,6.230471688,-5.004470453,1.49146554,2.830372469
,4,4,2,1,231,138,-8.473238,-1.363743,-6.280057312,-1.104131966,5.857010298,1.265050997
,4,4,2,2,285,263,-7.167958,-2.678176,-2.0735103,-2.012557659,6.524943044,2.886265277
,4,4,2,3,341,360,-6.959077,-6.237294,-1.265566584,-4.532464444,5.213876328,4.049004419
,4,4,2,4,70,463,-2.677636,-0.160278,2.66596725,0.684428559,2.57356345,1.18122328
,4,4,2,5,367,498,-1.58862,-7.566708,0.091993342,-6.276743681,3.845160633,3.532486547
,4,4,2,6,373,661,4.497966,-7.374129,3.443896579,-6.126111528,3.382690245,4.080776753
,4,4,2,7,211,740,10.88321,-1.524074,6.882129477,-2.202352996,3.709189785,2.090044498
,4,4,2,8,278,748,13.24179,-4.511812,6.303646671,-3.500097536,2.494002917,2.360743896
,4,4,2,9,109,754,5.318359,1.63916,5.960338448,1.096267007,5.097355023,1.986654834
,4,4,2,10,232,851,10.32873,-2.022039,7.545153377,-1.70909862,2.175946312,1.459850416
,4,5,1,1,249,361,-7.490842,-0.2404897,-5.939514862,-0.498734497,9.975494294,0.542373672
,4,5,1,2,243,414,12.13497,0.3551025,11.28882828,-0.136832289,4.226650888,0.682421454
,4,5,1,3,282,492,2.869141,1.498265,6.682816424,2.745293331,7.534086989,4.017463063
,4,5,1,4,348,511,1.890404,5.138672,2.847805647,7.568205697,3.16398832,6.404034784
,4,5,1,5,168,544,0.1864872,-4.35133,4.58310734,0.585946306,5.870457018,6.884275825
,4,5,1,6,158,638,-4.77273,-5.060734,-0.208739146,-2.842745009,1.663621621,11.18190623
,4,5,1,7,371,648,-5.986422,6.722552,-0.207939852,7.584806548,1.238399604,8.269682263
,4,5,1,8,157,710,-8.599422,-5.152355,-3.603021112,0.397686643,7.306967951,7.642136703
,4,5,1,9,351,783,-13.79336,5.53311,-2.144348885,3.761149125,7.375846404,7.37393997
,4,5,1,10,281,784,-13.87851,1.474583,-3.37584472,0.781361426,8.933948841,2.2615583
,4,5,2,1,320,135,-9.933595,-3.383737,-7.722047691,-4.44062809,6.162260769,3.242488134
,4,5,2,2,362,275,-8.714844,-6.419922,-4.49575196,-6.237662841,5.574395309,4.183924259
,4,5,2,3,208,443,-12.2617,-1.000403,0.719125744,4.678217225,5.223252294,8.19305549
,4,5,2,4,272,447,-13.17513,-0.05458074,-1.288829513,4.672424859,5.064137719,8.244385648
,4,5,2,5,376,448,-1.630173,-7.722656,-2.394505186,-7.869033811,4.114723188,4.384897682
,4,5,2,6,358,580,3.814453,-6.076475,3.078662995,-5.729343997,5.688560953,3.925371062
,4,5,2,7,250,610,10.16623,-0.7765983,10.94148955,4.461468787,4.160268098,2.654500178
,4,5,2,8,250,668,12.57027,-1.131836,10.69475752,3.776409865,3.967284022,2.196108747
,4,5,2,9,332,695,6.036039,-3.955171,3.657913252,-6.448646539,6.446725556,3.355101018
,4,5,2,10,296,808,6.615514,-2.406692,7.859182809,-5.121433707,4.164750377,3.461143889
,4,6,1,1,290,223,-10.33829,-3.076277,-10.14809035,-1.043010031,9.330949486,4.306848453
,4,6,1,2,305,330,-4.597851,-4.623195,-12.68682684,0.139761145,4.374397337,4.224521811
,4,6,1,3,315,369,8.965006,14.78059,-11.37725023,-1.826995553,4.686552036,3.262809526
,4,6,1,4,269,372,-3.293276,-3.295415,-12.84947389,2.041190573,4.835874953,3.961838627
,4,6,1,5,123,378,-2.264648,1.914522,-13.39127545,5.627119945,4.544287775,2.289312339
,4,6,1,6,224,390,2.355515,-0.6413589,-11.45808339,4.534416706,3.546242757,3.799893334
,4,6,1,7,199,417,5.878305,0.7352034,-11.66422018,4.328267065,4.327571688,2.686530464
,4,6,1,8,265,432,8.565988,-1.453177,-10.83841263,3.87645155,6.547038728,3.363886866
,4,6,1,9,337,589,8.808385,-7.046003,-11.34561826,-6.511434584,4.151958885,3.343759661
,4,6,1,10,149,654,2.351458,2.452148,-13.09537234,2.802676552,4.088433523,2.059604864
,4,6,2,1,221,270,11.24784,4.884871,11.76300297,4.285207565,3.808756325,1.500929327
,4,6,2,2,209,404,-1.168951,10.64395,1.3789785,2.984741678,3.382987288,4.454191292
,4,6,2,3,351,404,-7.691115,-14.54885,-1.316900161,-2.455594376,3.264338474,8.08483754
,4,6,2,4,221,452,2.463821,8.199219,-0.409077459,1.229668202,2.59484168,5.518210325
,4,6,2,5,277,478,1.077718,-2.178454,-0.660088056,-0.595280711,2.03093084,7.441542069
,4,6,2,6,136,492,12.22615,10.16016,-0.598483246,4.626944387,1.369495354,4.924410944
,4,6,2,7,339,502,3.641165,-11.14021,0.10375877,-2.201078459,1.502892972,6.732523042
,4,6,2,8,241,518,7.0688,1.908805,-0.50107325,4.948619361,1.979800676,6.614666708
,4,6,2,9,189,552,10.96091,-1.28465,-0.456217261,2.869377207,4.548861067,5.48443037
,4,6,2,10,236,580,0.5300293,4.59561,-3.278185147,4.080209326,1.559168549,4.254448049
,4,7,1,1,359,222,10.16037,-4.500958,7.91996212,7.988087192,2.551916137,2.779596038
,4,7,1,2,319,267,18.11091,8.031447,6.929306544,7.813682742,2.51972104,3.123531504
,4,7,1,3,419,291,-6.459182,-5.341994,-4.218136687,-7.573485018,2.123165131,2.057176868
,4,7,1,4,263,324,10.45882,3.048875,7.593636262,8.361174029,3.281929622,1.899164461
,4,7,1,5,299,338,4.193878,-8.36178,5.921720986,8.672769482,2.47937142,2.853812474
,4,7,1,6,311,724,-4.656919,-12.84268,-8.097882759,6.802004902,2.806199876,2.869180631
,4,7,1,7,265,739,-10.89276,2.659034,-6.10005618,4.201459437,6.555517313,3.963270588
,4,7,1,8,394,765,7.843843,-3.760742,4.015913344,-6.67638668,2.352576878,2.425260398
,4,7,1,9,84,793,2.66104,2.289109,6.177727515,1.480118852,3.300328104,1.75813902
,4,7,1,10,318,819,-18.82775,6.181641,-9.270973513,5.783844807,2.912410786,1.115404481
,4,7,2,1,138,88,-15.17734,0.692589,-9.309007296,1.173875774,4.655654815,3.461141426
,4,7,2,2,170,239,-3.892133,-0.7327747,-2.800498965,-0.29361932,6.70575868,1.94448446
,4,7,2,3,219,306,-10.44201,-2.59879,1.78075257,-3.688929968,6.875336448,3.273638612
,4,7,2,4,188,348,-2.183739,-0.5855961,6.588621538,-2.22992937,4.751838376,1.515702902
,4,7,2,5,241,390,-9.403902,-6.086042,3.583579067,-5.665500659,6.549458153,3.039554128
,4,7,2,6,190,394,3.514602,-0.5722671,8.072184006,-1.966651035,4.412895264,1.537254509
