Dataset,Session,Movie,Location,Trial,Coordinate_y,Coordinate_x,GT_u,GT_v,Resp_u,Resp_v
3,12,2,8,6,155,685,-5.117684841,-11.43491364,-13.67668289,-6.049303992
3,12,2,8,7,155,685,-5.117684841,-11.43491364,-14.82263846,-4.581544862
3,12,2,8,8,155,685,-5.117684841,-11.43491364,-12.09454583,-4.282660067
3,12,2,8,9,155,685,-5.117684841,-11.43491364,-11.33037704,-12.64231544
3,12,2,8,10,155,685,-5.117684841,-11.43491364,-9.958913732,-8.076134025
3,12,2,8,11,155,685,-5.117684841,-11.43491364,-12.50425919,-11.78285963
3,12,2,8,12,155,685,-5.117684841,-11.43491364,-10.54356139,-6.432539749
3,12,2,8,13,155,685,-5.117684841,-11.43491364,-14.12376551,-5.857100181
3,12,2,8,14,155,685,-5.117684841,-11.43491364,-15.38868044,-5.335774036
3,12,2,8,15,155,685,-5.117684841,-11.43491364,-12.1284576,-5.6735367
3,12,2,8,16,155,685,-5.117684841,-11.43491364,-7.221975479,-7.279294485
3,12,2,9,1,110,706,14.01442051,12.50947189,-8.122968913,-6.133236176
3,12,2,9,2,110,706,14.01442051,12.50947189,-6.955585902,-5.114086246
3,12,2,9,3,110,706,14.01442051,12.50947189,-12.18032146,-8.327400408
3,12,2,9,4,110,706,14.01442051,12.50947189,-6.891799901,-4.064875739
3,12,2,9,5,110,706,14.01442051,12.50947189,-13.76951795,-7.725473269
3,12,2,9,6,110,706,14.01442051,12.50947189,-15.35265277,-6.451884155
3,12,2,9,7,110,706,14.01442051,12.50947189,-16.17395277,-6.508438354
3,12,2,9,8,110,706,14.01442051,12.50947189,-13.20381765,-4.568940718
3,12,2,9,9,110,706,14.01442051,12.50947189,-11.82832676,-11.71063197
3,12,2,9,10,110,706,14.01442051,12.50947189,-13.34802114,-13.03021111
3,12,2,9,11,110,706,14.01442051,12.50947189,-12.56469828,-9.240405922
3,12,2,9,12,110,706,14.01442051,12.50947189,-12.37883683,-11.72102426
3,12,2,9,13,110,706,14.01442051,12.50947189,-7.815884625,-7.171880944
3,12,2,9,14,110,706,14.01442051,12.50947189,-15.26326329,-7.117584484
3,12,2,9,15,110,706,14.01442051,12.50947189,-15.50379159,-7.832645321
3,12,2,9,16,110,706,14.01442051,12.50947189,-11.95142121,-4.767326108
3,12,2,10,1,156,745,-0.495606154,-7.864053726,-5.807772429,-2.197632345
3,12,2,10,2,156,745,-0.495606154,-7.864053726,-7.832986862,-6.328737805
3,12,2,10,3,156,745,-0.495606154,-7.864053726,-7.44304055,-4.590999509
3,12,2,10,4,156,745,-0.495606154,-7.864053726,-11.21536541,-4.916911453
3,12,2,10,5,156,745,-0.495606154,-7.864053726,-15.57780792,-6.459090513
3,12,2,10,6,156,745,-0.495606154,-7.864053726,-14.81828065,-6.828488501
3,12,2,10,7,156,745,-0.495606154,-7.864053726,-15.57780792,-6.459090513
3,12,2,10,8,156,745,-0.495606154,-7.864053726,-14.26011824,-5.225758832
3,12,2,10,9,156,745,-0.495606154,-7.864053726,-11.86370114,-9.535311209
3,12,2,10,10,156,745,-0.495606154,-7.864053726,5.668907285,5.449465713
3,12,2,10,11,156,745,-0.495606154,-7.864053726,-12.07941321,-8.894840644
3,12,2,10,12,156,745,-0.495606154,-7.864053726,-11.61979357,-10.27257112
3,12,2,10,13,156,745,-0.495606154,-7.864053726,-17.27106765,-2.675799215
3,12,2,10,14,156,745,-0.495606154,-7.864053726,-6.0281282,-3.796340501
3,12,2,10,15,156,745,-0.495606154,-7.864053726,-7.603942248,-3.323577748
3,12,2,10,16,156,745,-0.495606154,-7.864053726,-13.29308222,-6.70117189
4,1,1,1,1,216,222,-13.20381,-0.06223759,-12.2552188,-12.19484826
4,1,1,1,2,216,222,-13.20381,-0.06223759,-14.32529329,-10.11914333
4,1,1,1,3,216,222,-13.20381,-0.06223759,-12.01421309,-11.19771317
4,1,1,1,4,216,222,-13.20381,-0.06223759,-12.36013834,-9.752035773
4,1,1,1,5,216,222,-13.20381,-0.06223759,-10.21274592,-2.692260883
4,1,1,1,6,216,222,-13.20381,-0.06223759,-10.21274592,-2.692260883
4,1,1,1,7,216,222,-13.20381,-0.06223759,-11.8673223,-3.705729184
4,1,1,1,8,216,222,-13.20381,-0.06223759,-8.506367223,-3.613376632
4,1,1,1,9,216,222,-13.20381,-0.06223759,-16.53971169,-7.152308664
4,1,1,1,10,216,222,-13.20381,-0.06223759,-14.20615974,-4.226986704
4,1,1,1,11,216,222,-13.20381,-0.06223759,-15.91973176,-4.898379833
4,1,1,1,12,216,222,-13.20381,-0.06223759,-11.63814393,-3.483787194
4,1,1,1,13,216,222,-13.20381,-0.06223759,-10.72487416,0.930670891
4,1,1,1,14,216,222,-13.20381,-0.06223759,-10.85098959,0.982394123
4,1,1,1,15,216,222,-13.20381,-0.06223759,-14.97177109,0.274208251
4,1,1,1,16,216,222,-13.20381,-0.06223759,-13.0508238,0.903518564
4,1,1,2,1,71,290,-7.8125,5.832124,-18.38097917,-0.566537027
4,1,1,2,2,71,290,-7.8125,5.832124,-16.24916522,-3.226368559
4,1,1,2,3,71,290,-7.8125,5.832124,-16.8630902,-0.415639536
4,1,1,2,4,71,290,-7.8125,5.832124,-16.67158643,2.43250906
4,1,1,2,5,71,290,-7.8125,5.832124,-5.281470271,1.249921662
4,1,1,2,6,71,290,-7.8125,5.832124,-6.545439472,2.953602217
4,1,1,2,7,71,290,-7.8125,5.832124,-11.35943242,8.612481713
4,1,1,2,8,71,290,-7.8125,5.832124,-8.805952227,4.374278517
4,1,1,2,9,71,290,-7.8125,5.832124,-8.026671391,0.029618268
4,1,1,2,10,71,290,-7.8125,5.832124,-15.84430461,-3.279725979
4,1,1,2,11,71,290,-7.8125,5.832124,-17.34330721,-0.920455602
4,1,1,2,12,71,290,-7.8125,5.832124,-8.501217183,1.961819445
4,1,1,2,13,71,290,-7.8125,5.832124,-11.48767703,5.472670175
4,1,1,2,14,71,290,-7.8125,5.832124,-9.637276121,6.991749343
4,1,1,2,15,71,290,-7.8125,5.832124,-11.92818349,8.274505652
4,1,1,2,16,71,290,-7.8125,5.832124,-11.76329203,6.365417776
4,1,1,3,1,258,329,-10.37197,-3.002306,-10.05049909,-14.73662137
4,1,1,3,2,258,329,-10.37197,-3.002306,-10.02961162,-11.94538014
4,1,1,3,3,258,329,-10.37197,-3.002306,-10.78622968,-13.63427909
4,1,1,3,4,258,329,-10.37197,-3.002306,-9.288766534,-14.75274687
4,1,1,3,5,258,329,-10.37197,-3.002306,-7.443665614,-6.941291764
4,1,1,3,6,258,329,-10.37197,-3.002306,-9.217720355,-3.614183255
4,1,1,3,7,258,329,-10.37197,-3.002306,-11.53042231,-1.761425737
4,1,1,3,8,258,329,-10.37197,-3.002306,-8.604011382,-4.817128649
4,1,1,3,9,258,329,-10.37197,-3.002306,-13.20230492,-10.05442565
4,1,1,3,10,258,329,-10.37197,-3.002306,-8.43776837,-6.80005838
4,1,1,3,11,258,329,-10.37197,-3.002306,-8.451336322,-7.290638654
4,1,1,3,12,258,329,-10.37197,-3.002306,-12.45961123,-8.015974759
4,1,1,3,13,258,329,-10.37197,-3.002306,-11.26785207,0.22809417
4,1,1,3,14,258,329,-10.37197,-3.002306,-12.39494283,-8.045840081
4,1,1,3,15,258,329,-10.37197,-3.002306,-13.90251371,-6.588339844
4,1,1,3,16,258,329,-10.37197,-3.002306,-12.7985102,-6.693781487
4,1,1,4,1,275,402,-8.038843,-6.224516,-5.957016292,-14.83526175
4,1,1,4,2,275,402,-8.038843,-6.224516,-6.622550175,-15.89412046
4,1,1,4,3,275,402,-8.038843,-6.224516,-7.011669182,-16.84052691
4,1,1,4,4,275,402,-8.038843,-6.224516,-7.011669182,-16.84052691
4,1,1,4,5,275,402,-8.038843,-6.224516,-4.901358677,-8.085656453
4,1,1,4,6,275,402,-8.038843,-6.224516,-5.285021809,-5.210401443
4,1,1,4,7,275,402,-8.038843,-6.224516,-4.249648823,-5.569992135
4,1,1,4,8,275,402,-8.038843,-6.224516,-5.256500167,-7.937213569
4,1,1,4,9,275,402,-8.038843,-6.224516,-7.230983789,-8.197503206
4,1,1,4,10,275,402,-8.038843,-6.224516,-5.323187907,-9.77728594
4,1,1,4,11,275,402,-8.038843,-6.224516,-6.243207098,-14.38652688
4,1,1,4,12,275,402,-8.038843,-6.224516,-7.192940362,-11.21611173
4,1,1,4,13,275,402,-8.038843,-6.224516,-10.39868784,-12.2371299
4,1,1,4,14,275,402,-8.038843,-6.224516,-8.021460518,-10.95237877
4,1,1,4,15,275,402,-8.038843,-6.224516,-9.641326103,-9.954017774
4,1,1,4,16,275,402,-8.038843,-6.224516,-9.154464106,-9.559081314
4,1,1,5,1,279,467,-1.694118,-7.338089,-3.481224619,-16.34405457
4,1,1,5,2,279,467,-1.694118,-7.338089,-3.336637741,-16.62360584
4,1,1,5,3,279,467,-1.694118,-7.338089,-3.193033865,-17.4388773
4,1,1,5,4,279,467,-1.694118,-7.338089,-3.490475698,-16.8505723
4,1,1,5,5,279,467,-1.694118,-7.338089,3.014530291,-10.66704941
4,1,1,5,6,279,467,-1.694118,-7.338089,-1.729396692,-8.108741643
4,1,1,5,7,279,467,-1.694118,-7.338089,0.101638478,-6.612706551
4,1,1,5,8,279,467,-1.694118,-7.338089,-2.114124972,-8.560985644
4,1,1,5,9,279,467,-1.694118,-7.338089,-2.241748574,-8.02788174
4,1,1,5,10,279,467,-1.694118,-7.338089,-1.601755709,-10.7139654
4,1,1,5,11,279,467,-1.694118,-7.338089,-0.80051646,-7.519149969
4,1,1,5,12,279,467,-1.694118,-7.338089,-2.027889989,-12.72401949
4,1,1,5,13,279,467,-1.694118,-7.338089,-3.631568595,-11.56367894
4,1,1,5,14,279,467,-1.694118,-7.338089,-2.265299655,-14.97307817
4,1,1,5,15,279,467,-1.694118,-7.338089,-3.911101738,-14.23206467
4,1,1,5,16,279,467,-1.694118,-7.338089,-2.714648304,-14.49622193
4,1,1,6,1,273,552,6.967773,-6.120315,8.150331866,-16.36335858
4,1,1,6,2,273,552,6.967773,-6.120315,8.205654613,-15.85603939
4,1,1,6,3,273,552,6.967773,-6.120315,4.70962567,-17.70819247
4,1,1,6,4,273,552,6.967773,-6.120315,9.846663065,-14.6170961
4,1,1,6,5,273,552,6.967773,-6.120315,2.019276301,-6.341731502
4,1,1,6,6,273,552,6.967773,-6.120315,5.659485064,-6.365677325
4,1,1,6,7,273,552,6.967773,-6.120315,5.151223319,-10.46476973
4,1,1,6,8,273,552,6.967773,-6.120315,2.4936728,-7.441781342
4,1,1,6,9,273,552,6.967773,-6.120315,2.009915137,-6.627286785
4,1,1,6,10,273,552,6.967773,-6.120315,4.691862183,-14.20712867
4,1,1,6,11,273,552,6.967773,-6.120315,2.427897933,-13.7301755
4,1,1,6,12,273,552,6.967773,-6.120315,4.74153579,-10.21253863
4,1,1,6,13,273,552,6.967773,-6.120315,5.880222324,-8.22378919
4,1,1,6,14,273,552,6.967773,-6.120315,8.254634046,-13.1400297
4,1,1,6,15,273,552,6.967773,-6.120315,8.072913382,-12.10937008
4,1,1,6,16,273,552,6.967773,-6.120315,5.783461656,-8.696934837
4,1,1,7,1,239,627,8.351584,-1.613406,11.09896151,-14.34135473
4,1,1,7,2,239,627,8.351584,-1.613406,14.21481192,-10.87742129
4,1,1,7,3,239,627,8.351584,-1.613406,11.9128432,-14.05589436
4,1,1,7,4,239,627,8.351584,-1.613406,11.62342104,-12.8947327
4,1,1,7,5,239,627,8.351584,-1.613406,6.913694829,-6.366089965
4,1,1,7,6,239,627,8.351584,-1.613406,7.884820941,-6.603917312
4,1,1,7,7,239,627,8.351584,-1.613406,7.444553997,-6.506006403
4,1,1,7,8,239,627,8.351584,-1.613406,7.305762138,-4.89658297
4,1,1,7,9,239,627,8.351584,-1.613406,7.4892792,-6.319079409
4,1,1,7,10,239,627,8.351584,-1.613406,12.36866857,-5.874084998
4,1,1,7,11,239,627,8.351584,-1.613406,9.654591823,-11.45385599
4,1,1,7,12,239,627,8.351584,-1.613406,12.57854916,-10.22006876
4,1,1,7,13,239,627,8.351584,-1.613406,7.592198024,1.671010091
4,1,1,7,14,239,627,8.351584,-1.613406,11.30005165,-8.16114843
4,1,1,7,15,239,627,8.351584,-1.613406,12.4586324,-9.050665693
4,1,1,7,16,239,627,8.351584,-1.613406,12.35369114,-7.24181894
4,1,1,8,1,110,701,9.710938,4.458694,17.61013803,-0.550316811
4,1,1,8,2,110,701,9.710938,4.458694,16.85279222,0.059340818
4,1,1,8,3,110,701,9.710938,4.458694,16.37089964,-0.932150867
4,1,1,8,4,110,701,9.710938,4.458694,17.60304562,-0.427851798
4,1,1,8,5,110,701,9.710938,4.458694,8.302122487,3.661615635
4,1,1,8,6,110,701,9.710938,4.458694,11.49984558,6.117922932
4,1,1,8,7,110,701,9.710938,4.458694,8.706454731,2.109589113
4,1,1,8,8,110,701,9.710938,4.458694,9.846332907,5.512457056
4,1,1,8,9,110,701,9.710938,4.458694,10.62326746,1.954112644
4,1,1,8,10,110,701,9.710938,4.458694,14.09783479,2.080703752
4,1,1,8,11,110,701,9.710938,4.458694,15.28948003,2.376370029
4,1,1,8,12,110,701,9.710938,4.458694,12.82207656,2.36406945
4,1,1,8,13,110,701,9.710938,4.458694,11.95677252,2.844554753
4,1,1,8,14,110,701,9.710938,4.458694,10.16987005,1.594428779
4,1,1,8,15,110,701,9.710938,4.458694,15.03056549,0.991026296
4,1,1,8,16,110,701,9.710938,4.458694,14.70196347,0.922263391
4,1,1,9,1,168,705,8.472656,1.601638,18.05479396,-1.18290028
4,1,1,9,2,168,705,8.472656,1.601638,17.13632573,-5.258439298
4,1,1,9,3,168,705,8.472656,1.601638,15.93146816,-5.907173603
4,1,1,9,4,168,705,8.472656,1.601638,15.45063126,-3.648857556
4,1,1,9,5,168,705,8.472656,1.601638,9.857269013,2.502728064
4,1,1,9,6,168,705,8.472656,1.601638,13.33357184,-0.263547813
4,1,1,9,7,168,705,8.472656,1.601638,10.21226769,1.893834646
4,1,1,9,8,168,705,8.472656,1.601638,11.15978217,-1.179503096
4,1,1,9,9,168,705,8.472656,1.601638,13.55000222,-2.576994126
4,1,1,9,10,168,705,8.472656,1.601638,14.98951887,-2.210842883
4,1,1,9,11,168,705,8.472656,1.601638,12.54938705,-1.254939007
4,1,1,9,12,168,705,8.472656,1.601638,13.82839571,-1.420439826
4,1,1,9,13,168,705,8.472656,1.601638,10.53954175,-0.043732546
4,1,1,9,14,168,705,8.472656,1.601638,13.06825497,-1.765980396
4,1,1,9,15,168,705,8.472656,1.601638,16.93012322,-1.132649081
4,1,1,9,16,168,705,8.472656,1.601638,12.5765574,0.195744084
4,1,1,10,1,162,802,18.21796,2.727539,16.57105135,-4.760411126
4,1,1,10,2,162,802,18.21796,2.727539,17.32221266,-4.966942706
4,1,1,10,3,162,802,18.21796,2.727539,16.67129689,-4.273148308
4,1,1,10,4,162,802,18.21796,2.727539,14.1346587,-4.007527761
4,1,1,10,5,162,802,18.21796,2.727539,13.89693929,-2.302175518
4,1,1,10,6,162,802,18.21796,2.727539,7.616892412,-3.17893355
4,1,1,10,7,162,802,18.21796,2.727539,7.348457673,2.048997342
4,1,1,10,8,162,802,18.21796,2.727539,9.660737518,2.966221882
4,1,1,10,9,162,802,18.21796,2.727539,16.42960425,-0.326725474
4,1,1,10,10,162,802,18.21796,2.727539,15.50219537,-0.808809843
4,1,1,10,11,162,802,18.21796,2.727539,15.79209142,-2.754433821
4,1,1,10,12,162,802,18.21796,2.727539,14.12865249,-3.802206188
4,1,1,10,13,162,802,18.21796,2.727539,17.39006259,-1.702523624
4,1,1,10,14,162,802,18.21796,2.727539,14.82142637,0.490414843
4,1,1,10,15,162,802,18.21796,2.727539,17.64895661,0.980497589
4,1,1,10,16,162,802,18.21796,2.727539,13.30630433,3.965800507
4,1,2,1,1,167,73,-19.70633,-0.4249398,-16.65756454,-6.146702783
4,1,2,1,2,167,73,-19.70633,-0.4249398,-15.83448946,-7.010689985
4,1,2,1,3,167,73,-19.70633,-0.4249398,-16.62613059,-1.473947759
4,1,2,1,4,167,73,-19.70633,-0.4249398,-16.98134727,-2.280180899
4,1,2,1,5,167,73,-19.70633,-0.4249398,-16.12408886,0.128018418
4,1,2,1,6,167,73,-19.70633,-0.4249398,-13.46649078,0.948744081
4,1,2,1,7,167,73,-19.70633,-0.4249398,-12.12553566,0.922228323
4,1,2,1,8,167,73,-19.70633,-0.4249398,-13.34701315,1.51305115
4,1,2,1,9,167,73,-19.70633,-0.4249398,-17.61710119,-2.362069116
4,1,2,1,10,167,73,-19.70633,-0.4249398,-17.61710119,-2.362069116
4,1,2,1,11,167,73,-19.70633,-0.4249398,-17.22815754,-6.228256096
4,1,2,1,12,167,73,-19.70633,-0.4249398,-13.34026151,-0.162686749
4,1,2,1,13,167,73,-19.70633,-0.4249398,-15.58648013,-1.411818848
4,1,2,1,14,167,73,-19.70633,-0.4249398,-17.98151246,-0.372031286
4,1,2,1,15,167,73,-19.70633,-0.4249398,-18.17510838,0.374744498
4,1,2,1,16,167,73,-19.70633,-0.4249398,-15.97115512,0.171732848
4,1,2,2,1,73,183,-10.77307,2.540039,-16.32478145,-0.348571859
4,1,2,2,2,73,183,-10.77307,2.540039,-17.07312313,-1.923732169
4,1,2,2,3,73,183,-10.77307,2.540039,-15.72248475,-2.050758888
4,1,2,2,4,73,183,-10.77307,2.540039,-15.57657681,-1.354484932
4,1,2,2,5,73,183,-10.77307,2.540039,-11.95031564,1.054903967
4,1,2,2,6,73,183,-10.77307,2.540039,-12.40055556,3.266682287
4,1,2,2,7,73,183,-10.77307,2.540039,-14.33121564,4.956629363
4,1,2,2,8,73,183,-10.77307,2.540039,-17.4037141,5.571417056
4,1,2,2,9,73,183,-10.77307,2.540039,-12.72366716,-1.585503761
4,1,2,2,10,73,183,-10.77307,2.540039,-11.01869809,-1.264440768
4,1,2,2,11,73,183,-10.77307,2.540039,-15.01611381,-1.810767686
4,1,2,2,12,73,183,-10.77307,2.540039,-12.99698542,-2.883707079
4,1,2,2,13,73,183,-10.77307,2.540039,-8.929449912,-0.474130089
4,1,2,2,14,73,183,-10.77307,2.540039,-13.74438898,3.05430866
4,1,2,2,15,73,183,-10.77307,2.540039,-12.6600732,1.780322804
4,1,2,2,16,73,183,-10.77307,2.540039,-15.11958851,3.949146241
4,1,2,3,1,211,288,-16.45601,-2.106602,-9.881862942,-16.34059689
4,1,2,3,2,211,288,-16.45601,-2.106602,-9.58823621,-14.35220261
4,1,2,3,3,211,288,-16.45601,-2.106602,-10.47942842,-11.54990765
4,1,2,3,4,211,288,-16.45601,-2.106602,-10.0158757,-11.57390081
4,1,2,3,5,211,288,-16.45601,-2.106602,-12.6874494,-3.50925398
4,1,2,3,6,211,288,-16.45601,-2.106602,-11.25489213,0.777714412
4,1,2,3,7,211,288,-16.45601,-2.106602,-13.65032202,-3.472569158
4,1,2,3,8,211,288,-16.45601,-2.106602,-15.24249293,-1.942247393
4,1,2,3,9,211,288,-16.45601,-2.106602,-17.29623489,0.241567539
4,1,2,3,10,211,288,-16.45601,-2.106602,-18.04879917,-3.680341432
4,1,2,3,11,211,288,-16.45601,-2.106602,-16.51127876,-5.584697225
4,1,2,3,12,211,288,-16.45601,-2.106602,-16.73725174,-3.548873813
4,1,2,3,13,211,288,-16.45601,-2.106602,-16.92684796,-3.687634736
4,1,2,3,14,211,288,-16.45601,-2.106602,-16.15164675,-3.81766195
4,1,2,3,15,211,288,-16.45601,-2.106602,-17.39420264,-3.062359618
4,1,2,3,16,211,288,-16.45601,-2.106602,-16.2456145,-3.649377164
4,1,2,4,1,247,410,-8.35705,-5.405286,-6.028828751,-16.44226026
4,1,2,4,2,247,410,-8.35705,-5.405286,-5.07989552,-15.9485092
4,1,2,4,3,247,410,-8.35705,-5.405286,-4.742376726,-14.61767884
4,1,2,4,4,247,410,-8.35705,-5.405286,-6.622550175,-15.89412046
4,1,2,4,5,247,410,-8.35705,-5.405286,-8.451562016,-1.252717224
4,1,2,4,6,247,410,-8.35705,-5.405286,-7.044422374,0.559786959
4,1,2,4,7,247,410,-8.35705,-5.405286,-9.934613199,-2.349886227
4,1,2,4,8,247,410,-8.35705,-5.405286,-12.97824403,-1.224188423
4,1,2,4,9,247,410,-8.35705,-5.405286,2.084949103,15.08259585
4,1,2,4,10,247,410,-8.35705,-5.405286,-1.488352261,16.27886839
4,1,2,4,11,247,410,-8.35705,-5.405286,-5.535162886,-11.66764543
4,1,2,4,12,247,410,-8.35705,-5.405286,-5.265694416,-7.51324671
4,1,2,4,13,247,410,-8.35705,-5.405286,-10.54435591,-9.692286764
4,1,2,4,14,247,410,-8.35705,-5.405286,-10.58967966,-9.94462304
4,1,2,4,15,247,410,-8.35705,-5.405286,-8.241765206,-9.10931943
4,1,2,4,16,247,410,-8.35705,-5.405286,-11.60278707,-9.0545114
4,1,2,5,1,76,434,-3.211914,5.772461,5.501218698,4.210809374
4,1,2,5,2,76,434,-3.211914,5.772461,11.35250133,4.149863934
4,1,2,5,3,76,434,-3.211914,5.772461,1.487022575,2.357992941
4,1,2,5,4,76,434,-3.211914,5.772461,0.862048649,2.917703121
4,1,2,5,5,76,434,-3.211914,5.772461,-6.243421083,2.578182282
4,1,2,5,6,76,434,-3.211914,5.772461,-8.467744392,3.247173186
4,1,2,5,7,76,434,-3.211914,5.772461,-8.43978246,3.466578622
4,1,2,5,8,76,434,-3.211914,5.772461,-8.186425441,3.311167217
4,1,2,5,9,76,434,-3.211914,5.772461,-4.902820564,-1.066817689
4,1,2,5,10,76,434,-3.211914,5.772461,-10.13912019,-2.110875982
4,1,2,5,11,76,434,-3.211914,5.772461,-8.562855457,-0.30801644
4,1,2,5,12,76,434,-3.211914,5.772461,-10.07094283,-2.422563687
4,1,2,5,13,76,434,-3.211914,5.772461,0.462549418,5.174771612
4,1,2,5,14,76,434,-3.211914,5.772461,2.566691384,13.29546137
4,1,2,5,15,76,434,-3.211914,5.772461,0.694141616,7.818226619
4,1,2,5,16,76,434,-3.211914,5.772461,1.244386758,8.182785647
4,1,2,6,1,269,469,-1.47068,-11.90451,-1.080304766,-17.10482523
4,1,2,6,2,269,469,-1.47068,-11.90451,-2.71181734,-15.4234611
4,1,2,6,3,269,469,-1.47068,-11.90451,-2.250160654,-17.33231848
4,1,2,6,4,269,469,-1.47068,-11.90451,-2.2664027,-17.5186803
4,1,2,6,5,269,469,-1.47068,-11.90451,3.242640908,-14.52411109
4,1,2,6,6,269,469,-1.47068,-11.90451,2.333981084,-10.01872154
4,1,2,6,7,269,469,-1.47068,-11.90451,1.658840257,-11.89154882
4,1,2,6,8,269,469,-1.47068,-11.90451,2.829738896,-13.31865576
4,1,2,6,9,269,469,-1.47068,-11.90451,0.56067336,-13.01561755
4,1,2,6,10,269,469,-1.47068,-11.90451,1.769572966,-10.94245905
4,1,2,6,11,269,469,-1.47068,-11.90451,2.680824238,-13.69733501
4,1,2,6,12,269,469,-1.47068,-11.90451,-1.279923747,10.73714224
4,1,2,6,13,269,469,-1.47068,-11.90451,-0.60835972,-15.15368745
4,1,2,6,14,269,469,-1.47068,-11.90451,-2.356260357,-15.31569225
4,1,2,6,15,269,469,-1.47068,-11.90451,-0.207165726,-13.72472909
4,1,2,6,16,269,469,-1.47068,-11.90451,-1.507342172,-14.48125169
4,1,2,7,1,254,562,12.2969,-6.541225,8.716229246,-13.62271593
4,1,2,7,2,254,562,12.2969,-6.541225,12.41033106,-13.41318607
4,1,2,7,3,254,562,12.2969,-6.541225,11.16719327,-13.74423786
4,1,2,7,4,254,562,12.2969,-6.541225,9.207604525,-15.55338603
4,1,2,7,5,254,562,12.2969,-6.541225,5.500255667,-8.274582403
4,1,2,7,6,254,562,12.2969,-6.541225,7.615084445,-8.01060779
4,1,2,7,7,254,562,12.2969,-6.541225,9.913256131,-9.523485916
4,1,2,7,8,254,562,12.2969,-6.541225,5.185351344,-9.410026392
4,1,2,7,9,254,562,12.2969,-6.541225,12.55622739,-13.93435233
4,1,2,7,10,254,562,12.2969,-6.541225,7.842156357,-12.28029668
4,1,2,7,11,254,562,12.2969,-6.541225,10.77128984,-11.68411106
4,1,2,7,12,254,562,12.2969,-6.541225,12.53320441,-13.43922066
4,1,2,7,13,254,562,12.2969,-6.541225,11.66413516,-13.71156314
4,1,2,7,14,254,562,12.2969,-6.541225,10.62947984,-9.208707787
4,1,2,7,15,254,562,12.2969,-6.541225,8.563975071,-10.46138271
4,1,2,7,16,254,562,12.2969,-6.541225,11.71196805,-11.13502381
4,1,2,8,1,73,593,4.570312,6.598808,12.64509094,6.217169713
4,1,2,8,2,73,593,4.570312,6.598808,13.93217972,0.942779079
4,1,2,8,3,73,593,4.570312,6.598808,8.631739934,4.884301621
4,1,2,8,4,73,593,4.570312,6.598808,3.451280329,7.122855147
4,1,2,8,5,73,593,4.570312,6.598808,-7.179023553,3.346673667
4,1,2,8,6,73,593,4.570312,6.598808,-11.18806008,1.831604779
4,1,2,8,7,73,593,4.570312,6.598808,-4.715881515,2.113978481
4,1,2,8,8,73,593,4.570312,6.598808,-6.705591078,9.463883376
4,1,2,8,9,73,593,4.570312,6.598808,9.938639182,2.015049879
4,1,2,8,10,73,593,4.570312,6.598808,12.97579161,1.727426896
4,1,2,8,11,73,593,4.570312,6.598808,-5.927537155,-1.729925154
4,1,2,8,12,73,593,4.570312,6.598808,-8.71161324,-0.093338476
4,1,2,8,13,73,593,4.570312,6.598808,8.076540131,3.014211149
4,1,2,8,14,73,593,4.570312,6.598808,5.19117597,7.196857595
4,1,2,8,15,73,593,4.570312,6.598808,7.815342967,9.197324347
4,1,2,8,16,73,593,4.570312,6.598808,7.596282634,7.685128044
4,1,2,9,1,221,664,12.37695,-0.4910519,16.52502304,-4.310875579
4,1,2,9,2,221,664,12.37695,-0.4910519,14.58728645,-9.990452497
4,1,2,9,3,221,664,12.37695,-0.4910519,16.47053284,-8.329924651
4,1,2,9,4,221,664,12.37695,-0.4910519,15.90695298,-8.512705295
4,1,2,9,5,221,664,12.37695,-0.4910519,10.66480093,-3.722443542
4,1,2,9,6,221,664,12.37695,-0.4910519,16.15597123,-3.559828304
4,1,2,9,7,221,664,12.37695,-0.4910519,15.81420148,-8.430578483
4,1,2,9,8,221,664,12.37695,-0.4910519,11.15548689,-3.751495891
4,1,2,9,9,221,664,12.37695,-0.4910519,15.98360152,-2.026739975
4,1,2,9,10,221,664,12.37695,-0.4910519,13.00353065,-3.691853585
4,1,2,9,11,221,664,12.37695,-0.4910519,16.20234399,-3.86218598
4,1,2,9,12,221,664,12.37695,-0.4910519,13.22855393,-4.619495031
4,1,2,9,13,221,664,12.37695,-0.4910519,10.14618923,-4.98168751
4,1,2,9,14,221,664,12.37695,-0.4910519,14.52522827,-5.629933425
4,1,2,9,15,221,664,12.37695,-0.4910519,13.46654964,-4.843699673
4,1,2,9,16,221,664,12.37695,-0.4910519,16.04863341,-4.974484156
4,1,2,10,1,115,762,7.254558,3.357439,16.60577401,-1.354371629
4,1,2,10,2,115,762,7.254558,3.357439,15.15368745,-0.60835972
4,1,2,10,3,115,762,7.254558,3.357439,17.53521316,-2.32985349
4,1,2,10,4,115,762,7.254558,3.357439,14.55737662,-1.024407989
4,1,2,10,5,115,762,7.254558,3.357439,13.32921388,2.512431469
4,1,2,10,6,115,762,7.254558,3.357439,11.72721024,-2.351406939
4,1,2,10,7,115,762,7.254558,3.357439,13.48847157,3.24511205
4,1,2,10,8,115,762,7.254558,3.357439,16.84552487,0.659486357
4,1,2,10,9,115,762,7.254558,3.357439,10.66450445,1.381778905
4,1,2,10,10,115,762,7.254558,3.357439,16.14252177,-0.046122538
4,1,2,10,11,115,762,7.254558,3.357439,12.2447132,-0.577580761
